50.67
51
50.33
49.83
58.5
56
54.83
81.67
96.5
73
67.33
58.83
71.83
62.5
47.67
57.83
46.17
45.83
50.66
51.67
48.67
71.33
65
47.34
36.84
32.5
28.17
40
37.17
33.83
44
57
79.84
72
65.5
63.66
49.83
67.17
51.67
61.83
55
43.17
45.16
53.34
52.67
57.66
54.33
51.17
49.17
46.67
36.17
50.67
45.84
41.83
52.33
57.34
80.67
68.66
69.83
69.5
67.5
62.66
50.67
54.17
62.33
47.67
53.34
50.66
64.5
72.33
62.5
63.17
55.17
33.67
32.16
57.16
53
49.84
56.33
68.84
92.5
70.17
76.83
72.17
69
60
52.33
65.5
53.5
43.67
48.33
50.83
53.67
59
55.66
44.5
48.84
26.5
27.16
52.5
46.17
57.5
65.67
75.83
99.66
68.5
66.17
80.67
69.16
57.5
46.83
52.34
46.5
51.34
44.17
57.5
61.67
52
58.67
44.5
52.67
47.5
45.83
46.5
37.83
51.34
45.83
34.5
49.33
54.66
60.5
68.33
55.5
52.33
52.34
41.67
42.5
34
47
41
54
51
49.5
38.67
37.5
35.83
35.34
40.5
32.17
30
35.5
32.02
33.42
53.67
52.67
77.83
59.5
56.33
44.17
45
42
37.66
36.66
41.33
54
65.5
53.67
49.33
59.33
49.83
44.5
42.84
46.66
65.16
66.84
69.33
98.16
75.17
77.34
65.66
80.33
57.17
49
59.83
53.66
47.66
55.16
46.84
52
65
71.5
54.83
40.17
33.67
31.16
41.83
35
42
45
59
82.84
78.34
81.83
72.84
62.33
60.5
62.5
69.17
56
48.84
49.83
49.33
58.67
62.84
63
57.17
53.33
50.84
35.83
54.33
51.17
43.34
64
80.17
96.34
91.83
66.66
56.5
68.17
64.17
60.17
49.66
47.67
48.67
51.84
50.33
64.33
60.34
58.5
51.17
40.16
44.5
34
33.67
39.67
42.84
51.5
76.17
98.16
73
73.17
65.5
61
55.33
57.33
56.67
59
50.17
54.5
47.67
44.83
61.5
52.33
55.66
47.5
33.84
33.66
45.33
43.5
50
67.17
76.5
95.83
74.34
67.16
57.67
69.66
53.17
55.16
59.67
55
46.67
48.5
44.5
49.66
56
57.5
75.84
52.83
51.67
53.83
47.17
44.67
60.83
42.83
36.67
57.67
57
66.5
65
60.66
50
48
44.67
37.33
36
38.5
48.16
58.33
46.67
48.34
47.66
41.5
39
35.17
38.5
36.34
35.5
39.5
34.74
31.83
46.66
67.83
63.5
60.84
49.67
45.33
47.5
41.5
37.33
42.17
47.5
51.84
57.34
58.5
48.83
60.5
49.33
52.33
44.17
39.66
68
71.67
73.5
102.33
89.33
75
72.83
63.33
67.5
50.17
64
49.34
44.5
51.83
51.17
68
75.34
70.67
55.84
44.83
42
40.83
43.83
40
48.5
51.67
71.67
99.5
75.5
59.5
64.67
53.66
58.83
48.33
57.83
52.84
43.83
